id,average_rating,title,imdbId
3043,1,Meatballs 4 (1992),104837
3044,3.875,Dead Again (1991),101669
3045,3,Peter's Friends (1992),105130
3046,2.666666667,"Incredibly True Adventure of Two Girls in Love, The (1995)",113416
3047,1,Experience Preferred... But Not Essential (1982),83911
3048,3.5,Under the Rainbow (1981),83254
3051,3.181818182,Anywhere But Here (1999),149691
3052,3.32278481,Dogma (1999),120655
3053,2.8,"Messenger: The Story of Joan of Arc, The (1999)",151137
3054,2.571428571,Pokémon: The First Movie (1998),190641
3055,3.5,Felicia's Journey (1999),165773
3057,3.5,Where's Marlowe? (1998),118150
3060,3.928571429,"Commitments, The (1991)",101605
3061,3.590909091,Holiday Inn (1942),34862
3062,4.090909091,"Longest Day, The (1962)",56197
3063,3.428571429,Poison Ivy (1992),105156
3064,2.666666667,Poison Ivy: New Seduction (1997),119908
3066,3.35,Tora! Tora! Tora! (1970),66473
3067,4,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),95675
3068,4.029411765,"Verdict, The (1982)",84855
3069,4,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",68528
3070,3.909090909,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",86856
3071,4.227272727,Stand and Deliver (1988),94027
3072,3.662162162,Moonstruck (1987),93565
3074,3.833333333,Jeremiah Johnson (1972),68762
3075,3.5,Repulsion (1965),59646
3076,2.75,Irma la Douce (1963),57187
3077,4.055555556,42 Up (1998),164312
3078,3.75,Liberty Heights (1999),165859
3079,3.928571429,Mansfield Park (1999),178737
3081,3.625,Sleepy Hollow (1999),162661
3082,3.138888889,"World Is Not Enough, The (1999)",143145
3083,4.2,All About My Mother (Todo sobre mi madre) (1999),185125
3086,4,Babes in Toyland (1934),24852
3087,3.316666667,Scrooged (1988),96061
3088,4.263157895,Harvey (1950),42546
3089,4.043478261,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),40522
3090,3.166666667,Matewan (1987),93509
3091,4.1,Kagemusha (1980),80979
3093,3.071428571,McCabe & Mrs. Miller (1971),67411
3094,2.666666667,Maurice (1987),93512
3095,4.064516129,"Grapes of Wrath, The (1940)",32551
3096,3.9,My Man Godfrey (1957),50738
3097,3.708333333,"Shop Around the Corner, The (1940)",33045
3098,3.642857143,"Natural, The (1984)",87781
3099,2.611111111,Shampoo (1975),73692
3100,3.589285714,"River Runs Through It, A (1992)",105265
3101,3.673469388,Fatal Attraction (1987),93010
3102,3.9,Jagged Edge (1985),89360
3103,3,Stanley & Iris (1990),100680
3104,3.965517241,Midnight Run (1988),95631
3105,3.842105263,Awakenings (1990),99077
3106,3.666666667,Come See the Paradise (1990),99291
3107,3.359375,Backdraft (1991),101393
3108,3.635135135,"Fisher King, The (1991)",101889
3109,4,"River, The (1984)",88007
3110,3.666666667,Country (1984),87091
3111,4.222222222,Places in the Heart (1984),87921
3112,5,'night Mother (1986),90556
3113,2.026315789,End of Days (1999),146675
3114,3.844,Toy Story 2 (1999),120363
3115,3.666666667,Flawless (1999),155711
3116,4,Miss Julie (1999),189744
3117,3.5,Ride with the Devil (1999),134154
3118,3.5,Tumbleweeds (1999),161023
3120,3,"Distinguished Gentleman, The (1992)",104114
3121,3.5,"Hitch-Hiker, The (1953)",45877
3122,3,Santa Fe Trail (1940),33021
3125,3.3,"End of the Affair, The (1999)",172396
3127,2.833333333,Holy Smoke (1999),144715
3128,3.25,"Map of the World, A (1999)",160513
3129,4,Sweet and Lowdown (1999),158371
3130,2.541666667,Bonfire of the Vanities (1990),99165
3133,4,Go West (1925),15863
3134,4.208333333,Grand Illusion (La grande illusion) (1937),28950
3135,3.944444444,"Great Santini, The (1979)",79239
3136,3,"James Dean Story, The (1957)",50558
3138,3,Stealing Home (1988),96171
3140,4,Three Ages (1923),14538
3141,3.625,"Two Jakes, The (1990)",100828
3142,3.6,U2: Rattle and Hum (1988),96328
3143,4,Hell in the Pacific (1968),63056
3144,2.5,"Glass Bottom Boat, The (1966)",60463
3145,3.166666667,Cradle Will Rock (1999),150216
3146,2.5,Deuce Bigalow: Male Gigolo (1999),205000
3147,3.922330097,"Green Mile, The (1999)",120689
3148,3.243589744,"Cider House Rules, The (1999)",124315
3150,4,"War Zone, The (1999)",141974
3152,3.976190476,"Last Picture Show, The (1971)",67328
3153,4.142857143,"7th Voyage of Sinbad, The (1958)",51337
3155,3.409090909,Anna and the King (1999),166485
3156,2.972222222,Bicentennial Man (1999),182789
3157,3.074074074,Stuart Little (1999),164912
3158,3.5,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",162866
3159,3.382352941,Fantasia 2000 (1999),120910
3160,3.692982456,Magnolia (1999),175880
3161,3,Onegin (1999),119079
3163,3.714285714,Topsy-Turvy (1999),151568
3165,5,Boiling Point (1993),106455
3166,4,Brenda Starr (1989),96978
3167,4.4375,Carnal Knowledge (1971),66892
3168,3.72,Easy Rider (1969),64276
3169,3.346153846,The Falcon and the Snowman (1985),87231
3171,4.25,Room at the Top (1959),53226
3173,2.94,Any Given Sunday (1999),146838
3174,3.3,Man on the Moon (1999),125664
3175,3.507692308,Galaxy Quest (1999),177789
3176,3.5,"Talented Mr. Ripley, The (1999)",134119
3177,3.166666667,Next Friday (2000),195945
3178,3.636363636,"Hurricane, The (1999)",174856
3179,3.227272727,Angela's Ashes (1999),145653
3180,2,Play it to the Bone (1999),196857
3181,3.833333333,Titus (1999),120866
3182,3.3125,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",192335
3183,3.5,"Third Miracle, The (1999)",174268
3185,3.192307692,Snow Falling on Cedars (1999),120834
3186,3.625,"Girl, Interrupted (1999)",172493
3188,3.5,"Life and Times of Hank Greenberg, The (1998)",208261
3189,3.388888889,My Dog Skip (1999),156812
3190,1,Supernova (2000),134983
3192,4,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",169302
3194,3.681818182,"Way We Were, The (1973)",70903
3196,3.95,Stalag 17 (1953),46359
3197,3.25,"Presidio, The (1988)",95897
3198,3.952380952,Papillon (1973),70511
3199,3.666666667,Pal Joey (1957),50815
3200,4.3,"Last Detail, The (1973)",70290
3201,4.075,Five Easy Pieces (1970),65724
3202,5,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),65436
3203,3.833333333,Dead Calm (1989),97162
3204,3.857142857,"Boys from Brazil, The (1978)",77269
3205,3,Black Sunday (La maschera del demonio) (1960),54067
3206,2.75,Against All Odds (1984),86859
3207,3,"Snows of Kilimanjaro, The (1952)",45162
3208,1.75,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),107659
3210,3.615384615,Fast Times at Ridgemont High (1982),83929
3211,4,"Cry in the Dark, A (1988)",94924
3213,3.85,Batman: Mask of the Phantasm (1993),106364
3214,4,American Flyers (1985),88707
3216,5,"Vampyros Lesbos (Vampiras, Las) (1971)",66380
3217,4,"Star Is Born, A (1937)",29606
3218,3.6,Poison (1991),102687
3219,3.692307692,Pacific Heights (1990),100318
3221,4,"Draughtsman's Contract, The (1982)",83851
3223,3.75,"Zed & Two Noughts, A (1985)",90366
3224,3.75,Woman in the Dunes (Suna no onna) (1964),58625
3225,2.6,Down to You (2000),186975
3232,4,Seven Chances (1925),16332
3235,3,Where the Buffalo Roam (1980),81748
3238,2,Eye of the Beholder (1999),120662
3239,4,Isn't She Great? (2000),141399
3240,2.5,"Big Tease, The (1999)",156639
3241,3.5,"Cup, The (Phörpa) (1999)",201840
3243,2.375,Encino Man (1992),104187
3244,3.607142857,"Goodbye Girl, The (1977)",76095
3245,4.5,I Am Cuba (Soy Cuba/Ya Kuba) (1964),58604
3246,3.965517241,Malcolm X (1992),104797
3247,3.054054054,Sister Act (1992),105417
3248,2.366666667,Sister Act 2: Back in the Habit (1993),108147
3249,3.411764706,"Hand That Rocks the Cradle, The (1992)",104389
3250,2.75,Alive (1993),106246
3251,3.85,Agnes of God (1985),88683
3252,3.95,Scent of a Woman (1992),105323
3253,3.391891892,Wayne's World (1992),105793
3254,3.136363636,Wayne's World 2 (1993),108525
3255,3.447368421,"League of Their Own, A (1992)",104694
3256,3.53125,Patriot Games (1992),105112
3257,2.724137931,"Bodyguard, The (1992)",103855
3258,2.857142857,Death Becomes Her (1992),104070
3259,3.133333333,Far and Away (1992),104231
3260,3.823529412,Howards End (1992),104454
3261,3.666666667,Singles (1992),105415
3262,3.291666667,Twin Peaks: Fire Walk with Me (1992),105665
3263,3.379310345,White Men Can't Jump (1992),105812
3264,2.866666667,Buffy the Vampire Slayer (1992),103893
3265,4.1,Hard-Boiled (Lat sau san taam) (1992),104684
3266,3.25,Man Bites Dog (C'est arrivé près de chez vous) (1992),103905
3267,3.571428571,"Mariachi, El (1992)",104815
3268,1.8,Stop! Or My Mom Will Shoot (1992),105477
3269,2.625,Forever Young (1992),104291
3270,3.681818182,"Cutting Edge, The (1992)",104040
3271,3.366666667,Of Mice and Men (1992),105046
3272,3.3125,Bad Lieutenant (1992),103759
3273,2.814814815,Scream 3 (2000),134084
3274,3.454545455,Single White Female (1992),105414
3275,3.522727273,"Boondock Saints, The (2000)",144117
3276,1,Gun Shy (2000),171356
3281,5,"Brandon Teena Story, The (1998)",144801
3282,4,Different for Girls (1996),116102
3284,3.5,They Might Be Giants (1971),67848
3285,3.018518519,"Beach, The (2000)",163978
3286,2.166666667,Snow Day (2000),184907
3287,3.375,"Tigger Movie, The (2000)",220099
3289,4,Not One Less (Yi ge dou bu neng shao) (1999),209189
3292,3.5,"Big Combo, The (1955)",47878
3294,2.5,Eaten Alive (1977),74455
3296,3.5625,To Sir with Love (1967),62376
3298,3.379310345,Boiler Room (2000),181984
3299,2.25,Hanging Up (2000),162983
3300,3.269230769,Pitch Black (2000),134847
3301,3.211538462,"Whole Nine Yards, The (2000)",190138
3302,4,Beautiful People (1999),159272
3303,1,Black Tar Heroin: The Dark End of the Street (2000),221023
3304,3.333333333,Blue Collar (1978),77248
3306,4.375,"Circus, The (1928)",18773
3307,4,City Lights (1931),21749
3308,3.5,"Flamingo Kid, The (1984)",87265
3309,4.25,"Dog's Life, A (1918)",9018
3310,4.4375,"Kid, The (1921)",12349
3313,3.5,Class Reunion (1982),84395
3314,2.5,"Big Trees, The (1952)",44420
3316,2.227272727,Reindeer Games (2000),184858
3317,3.842857143,Wonder Boys (2000),185014
3318,3,Deterrence (1999),158583
3320,4.5,Mifune's Last Song (Mifunes sidste sang) (1999),164756
3324,2.071428571,Drowning Mona (2000),186045
3325,3,"Next Best Thing, The (2000)",156841
3326,2.333333333,What Planet Are You From? (2000),181151
3327,3,Beyond the Mat (1999),218043
3328,3.725,Ghost Dog: The Way of the Samurai (1999),165798
3329,4,The Year My Voice Broke (1987),94347
3330,3.928571429,Splendor in the Grass (1961),55471
3331,4,My Tutor (1983),85980
3334,3.78125,Key Largo (1948),40506
3338,1,For All Mankind (1989),97372
3339,3,Cross of Iron (1977),74695
3340,2.666666667,Bride of the Monster (1955),47898
3341,3.75,Born Yesterday (1950),42276
3342,4,Birdy (1984),86969
3343,2.5,And God Created Woman (1988),92559
3344,3.5,Blood Feast (1963),56875
3347,4.083333333,Never Cry Wolf (1983),86005
3349,4,"Perils of Pauline, The (1947)",39698
3350,3.75,"Raisin in the Sun, A (1961)",55353
3351,3,Two Thousand Maniacs! (1964),58694
3354,2.266666667,Mission to Mars (2000),183523
3355,3.708333333,"Ninth Gate, The (1999)",142688
3357,4.75,East-West (Est-ouest) (1999),181530
3358,3.75,Defending Your Life (1991),101698
3359,4.131578947,Breaking Away (1979),78902
3360,3.759259259,Hoosiers (a.k.a. Best Shot) (1986),91217
3361,3.806818182,Bull Durham (1988),94812
3362,4.086206897,Dog Day Afternoon (1975),72890
3363,4.065789474,American Graffiti (1973),69704
3364,3.928571429,"Asphalt Jungle, The (1950)",42208
3365,3.785714286,"Searchers, The (1956)",49730
3368,4.375,"Big Country, The (1958)",51411
3370,4,Betrayed (1988),94731
3371,3.75,Bound for Glory (1976),74235
3377,3.5,Hangmen Also Die! (1943),35966
3379,3.416666667,On the Beach (1959),53137
3380,2.5,Railroaded! (1947),39748
3384,4.166666667,"Taking of Pelham One Two Three, The (1974)",72251
3385,2.666666667,Volunteers (1985),90274
3386,3.821428571,JFK (1991),102138
3387,3.4,Who's Harry Crumb? (1989),98645
3388,2.388888889,Harry and the Hendersons (1987),93148
3390,1.5,Shanghai Surprise (1986),91934
3391,3.333333333,Who's That Girl? (1987),94321
3392,2.4,She-Devil (1989),98309
3393,2,Date with an Angel (1987),92834
3394,3,Blind Date (1987),92666
3395,2.8,Nadine (1987),93596
3396,3.9,"Muppet Movie, The (1979)",79588
3397,3.45,"Great Muppet Caper, The (1981)",82474
3398,3.5,"Muppets Take Manhattan, The (1984)",87755
3399,3,Sesame Street Presents Follow That Bird (1985),89994
3400,2,We're Back! A Dinosaur's Story (1993),108526
3401,2,Baby... Secret of the Lost Legend (1985),88760
3402,4,Turtle Diary (1985),90219
3404,3.083333333,Titanic (1953),46435
3405,3.5625,"Night to Remember, A (1958)",51994
3406,4.125,Captain Horatio Hornblower R.N. (1951),43379
3408,3.552941176,Erin Brockovich (2000),195685
3409,3,Final Destination (2000),195714
3412,3.6875,"Bear, The (Ours, L') (1988)",95800
3414,4,Love Is a Many-Splendored Thing (1955),48316
3415,3.25,"Mirror, The (Zerkalo) (1975)",72443
3417,4.333333333,"Crimson Pirate, The (1952)",44517
3418,3.533333333,Thelma & Louise (1991),103074
3420,3.692307692,...And Justice for All (1979),78718
3421,3.805084746,Animal House (1978),77975
3422,3.4375,She's Gotta Have It (1986),91939
3423,4,School Daze (1988),96054
3424,3.734375,Do the Right Thing (1989),97216
3425,3,Mo' Better Blues (1990),100168
3426,3.416666667,Jungle Fever (1991),102175
3427,1.5,Coogan's Bluff (1968),62824
3428,3,"Champ, The (1979)",78950
3429,4,Creature Comforts (1989),99317
3430,2.571428571,Death Wish (1974),71402
3431,2.5,Death Wish 2 (1982),82250
3432,1,Death Wish 3 (1985),89003
3434,4,Death Wish 5: The Face of Death (1994),109578
3435,4.15625,Double Indemnity (1944),36775
3436,2.5625,Dying Young (1991),101787
3437,5,Cool as Ice (1991),101615
3438,2.972222222,Teenage Mutant Ninja Turtles (1990),100758
3439,2.5,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),103060
3440,1.6,Teenage Mutant Ninja Turtles III (1993),108308
3441,2.75,Red Dawn (1984),87985
3442,2.5,Band of the Hand (1986),90693
3444,2.875,Bloodsport (1988),92675
3445,2.833333333,Eyes of Laura Mars (1978),77530
3446,3,Funny Bones (1995),113133
3447,5,"Good Earth, The (1937)",28944
3448,3.660377358,"Good Morning, Vietnam (1987)",93105
3449,3.5,"Good Mother, The (1988)",95238
3450,3.209677419,Grumpy Old Men (1993),107050
3451,3.666666667,Guess Who's Coming to Dinner (1967),61735
3452,3.052631579,Romeo Must Die (2000),165929
3453,3,Here on Earth (2000),195778
3454,4,Whatever It Takes (2000),202402
3456,4.5,"Color of Paradise, The (Rang-e khoda) (1999)",191043
3457,3.833333333,Waking the Dead (2000),127349
3459,4,Gothic (1986),91142
3460,3,Hillbillys in a Haunted House (1967),61765
3461,3.230769231,Lord of the Flies (1963),57261
3462,4.359375,Modern Times (1936),27977
3463,1,Last Resort (National Lampoon's Last Resort) (1994),110629
3465,4,That's Life! (1986),92079
3466,3.4,Heart and Souls (1993),107091
3467,3.852941176,Hud (1963),57163
3468,4.108695652,"Hustler, The (1961)",54997
3469,4.541666667,Inherit the Wind (1960),53946
3470,4.375,Dersu Uzala (1975),71411
3471,3.903225806,Close Encounters of the Third Kind (1977),75860
3474,4,Retroactive (1997),117468
3475,4.125,"Place in the Sun, A (1951)",43924
3476,3.9375,Jacob's Ladder (1990),99871
3477,3.55,Empire Records (1995),112950
3478,3.333333333,"Bamba, La (1987)",93378
3479,3.476190476,Ladyhawke (1985),89457
3480,3.714285714,Lucas (1986),91445
3481,3.960227273,High Fidelity (2000),146882
3483,3.25,"Road to El Dorado, The (2000)",138749
3484,2.636363636,"Skulls, The (2000)",192614
3487,3,El Dorado (1966),61619
3489,3.11627907,Hook (1991),102057
3490,3,Horror Express (1972),68713
3491,4,My Chauffeur (1986),91579
3492,4,"Son of the Sheik, The (1926)",17416
3494,3.346153846,True Grit (1969),65126
3495,4,Roadside Prophets (1992),105267
3496,3.5,Madame Sousatzka (1988),95564
3497,3,Max Dugan Returns (1983),85919
3498,3.923076923,Midnight Express (1978),77928
3499,3.877777778,Misery (1990),100157
3500,3,Mr. Saturday Night (1992),104928
3501,3.875,Murphy's Romance (1985),89643
3502,4.25,My Life (1993),107630
3503,3.6,Solaris (Solyaris) (1972),69293
3504,4.092105263,Network (1976),74958
3505,3.909090909,No Way Out (1987),93640
3506,3.625,North Dallas Forty (1979),79640
3507,3.80952381,"Odd Couple, The (1968)",63374
3508,4,"Outlaw Josey Wales, The (1976)",75029
3509,3.333333333,Black and White (1999),165643
3510,3.56097561,Frequency (2000),186151
3511,2,Ready to Rumble (2000),217756
3512,3.552631579,Return to Me (2000),122459
3513,3.285714286,Rules of Engagement (2000),160797
3515,3.4,Me Myself I (2000),183503
3516,3.0625,"Bell, Book and Candle (1958)",51406
3518,2,"End of Violence, The (1997)",119062
3519,3.5,Force 10 from Navarone (1978),77572
3520,2.666666667,How to Stuff a Wild Bikini (1965),59287
3521,3.909090909,Mystery Train (1989),97940
3522,2,Sacco and Vanzetti (Sacco e Vanzetti) (1971),67698
3524,3.852941176,Arthur (1981),82031
3525,3.4,Bachelor Party (1984),86927
3526,3.586956522,Parenthood (1989),98067
3527,3.566037736,Predator (1987),93773
3528,2.678571429,"Prince of Tides, The (1991)",102713
3529,3.611111111,"Postman Always Rings Twice, The (1981)",82934
3531,2,All the Vermeers in New York (1990),99014
3534,2.9375,28 Days (2000),191754
3535,3.245098039,American Psycho (2000),144084
3536,3.5,Keeping the Faith (2000),171433
3537,2.833333333,Where the Money Is (2000),149367
3538,3.666666667,East is East (1999),166175
3539,4.166666667,"Filth and the Fury, The (2000)",236216
3540,3,Passion of Mind (2000),160644
3543,3.977272727,Diner (1982),83833
3544,3.666666667,Shakes the Clown (1992),102898
3545,3.75,Cabaret (1972),68327
3546,3.84375,What Ever Happened to Baby Jane? (1962),56687
3547,3.375,Prick Up Your Ears (1987),93776
3548,3.96875,Auntie Mame (1958),51383
3549,3.416666667,Guys and Dolls (1955),48140
3550,3.666666667,The Hunger (1983),85701
3551,3.911764706,Marathon Man (1976),74860
3552,3.425925926,Caddyshack (1980),80487
3553,4,Gossip (2000),176783
3554,3.666666667,Love and Basketball (2000),199725
3555,2.879310345,U-571 (2000),141926
3556,3.583333333,"Virgin Suicides, The (1999)",159097
3557,3.5,Jennifer 8 (1992),104549
3559,3.333333333,Limelight (1952),44837
3560,4,Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei) (1978),77132
3563,1.5,"Crow: Salvation, The (2000)",132910
3564,2.136363636,"Flintstones in Viva Rock Vegas, The (2000)",158622
3565,3.363636364,Where the Heart Is (2000),198021
3566,3.318181818,"Big Kahuna, The (2000)",189584
3567,2,Bossa Nova (2000),180837
3568,3,Smiling Fish and Goat on Fire (1999),162348
3569,3.357142857,"Idiots, The (Idioterne) (1998)",154421
3571,2.7,Time Code (2000),220100
3572,1.5,Carnosaur (1993),106521
3573,2.25,Carnosaur 2 (1995),112634
3574,0.75,Carnosaur 3: Primal Species (1996),115834
3575,5,Defying Gravity (1997),156460
3576,4,"Hidden, The (1987)",93185
3577,3.5,Two Moon Junction (1988),96324
3578,3.965838509,Gladiator (2000),172495
3579,2.333333333,I Dreamed of Africa (2000),167203
3580,5,Up at the Villa (2000),153464
3581,4,Human Traffic (1999),188674
3584,3.625,Breathless (1983),85276
3587,4,Inferno (1980),80923
3588,4,"King of Marvin Gardens, The (1972)",68805
3590,2.833333333,"Lords of Flatbush, The (1974)",71772
3591,3.305555556,Mr. Mom (1983),85970
3593,1.210526316,Battlefield Earth (2000),185183
3594,3.75,Center Stage (2000),210616
3596,1,Screwed (2000),156323
3598,3.833333333,Hamlet (2000),171359
3599,3.75,Anchors Aweigh (1945),37514
3600,3.25,Blue Hawaii (1961),54692
3602,2,G.I. Blues (1960),53848
3604,3.8,Gypsy (1962),56048
3605,1.5,King Creole (1958),51818
3606,4.111111111,On the Town (1949),41716
3608,3.25862069,Pee-wee's Big Adventure (1985),89791
3609,4.25,Regret to Inform (1998),181786
3611,3,Saludos Amigos (1943),36326
3612,5,The Slipper and the Rose: The Story of Cinderella (1976),75232
3613,3,Things Change (1988),96259
3614,3.235294118,Honeymoon in Vegas (1992),104438
3615,3.038461538,Dinosaur (2000),130623
3616,2.5,Loser (2000),217630
3617,3.081081081,Road Trip (2000),215129
3618,3.25,Small Time Crooks (2000),196216
3619,3,"Hollywood Knights, The (1980)",80881
3620,3,"Myth of Fingerprints, The (1997)",119746
3621,3.5,Possession (1981),82933
3622,4,"Twelve Chairs, The (1970)",66495
3623,2.969135802,Mission: Impossible II (2000),120755
3624,3.210526316,Shanghai Noon (2000),184894
3626,3.833333333,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),154443
3627,4.333333333,Carnival of Souls (1962),55830
3628,4,Flying Tigers (1942),34742
3629,4.045454545,"Gold Rush, The (1925)",15864
3632,4,Monsieur Verdoux (1947),39631
3633,3.666666667,On Her Majesty's Secret Service (1969),64757
3634,3.416666667,Seven Days in May (1964),58576
3635,3.75,"Spy Who Loved Me, The (1977)",76752
3637,4,Vagabond (Sans toit ni loi) (1985),89960
3638,3.565217391,Moonraker (1979),79574
3639,3.5,"Man with the Golden Gun, The (1974)",71807
3640,3.25,"King in New York, A (1957)",50598
3643,3.5,"Fighting Seabees, The (1944)",36824
3646,1.875,Big Momma's House (2000),208003
3649,3.136363636,American Gigolo (1980),80365
3653,4.1,"Endless Summer, The (1966)",60371
3654,4.038461538,"Guns of Navarone, The (1961)",54953
3655,4.5,Blow-Out (La grande bouffe) (1973),70130
3656,5,Lured (1947),39589
3657,4.5,Pandora and the Flying Dutchman (1951),43899
3658,3,Quatermass and the Pit (1967),62168
3659,3,Quatermass 2 (Enemy from Space) (1957),50873
3660,3.5,Puppet Master (1989),98143
3661,3,Puppet Master II (1991),100438
3662,3,Puppet Master III: Toulon's Revenge (1991),102728
3663,3,Puppet Master 4 (1993),107899
3664,3,Puppet Master 5: The Final Chapter (1994),110916
3665,4,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),132451
3668,3.384615385,Romeo and Juliet (1968),63518
3669,2.666666667,Stay Tuned (1992),105466
3671,3.935483871,Blazing Saddles (1974),71230
3672,3.5625,Benji (1974),71206
3673,3.5,Benji the Hunted (1987),92638
3674,3.166666667,For the Love of Benji (1977),76044
3675,3.545454545,White Christmas (1954),47673
3676,3.535714286,Eraserhead (1977),74486
3677,4.3125,Baraka (1992),103767
3678,3.4,"Man with the Golden Arm, The (1955)",48347
3679,4.625,"Decline of Western Civilization, The (1981)",82252
3680,3.833333333,"Decline of Western Civilization Part II: The Metal Years, The (1988)",94980
3681,3.785714286,For a Few Dollars More (Per qualche dollaro in più) (1965),59578
3682,2.714285714,Magnum Force (1973),70355
3683,4.291666667,Blood Simple (1984),86979
3684,3.888888889,"Fabulous Baker Boys, The (1989)",97322
3685,3.6,Prizzi's Honor (1985),89841
3686,3.575,Flatliners (1990),99582
3687,3.5,Light Years (Gandahar) (1988),95525
3688,2.916666667,Porky's (1982),84522
3689,2,Porky's II: The Next Day (1983),86129
3690,2,Porky's Revenge (1985),89826
3691,2.5,Private School (1983),86143
3692,3.5,Class of Nuke 'Em High (1986),90849
3693,3.1,"Toxic Avenger, The (1985)",90190
3694,2.333333333,"Toxic Avenger, Part II, The (1989)",98503
3695,2.5,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",98502
3696,4.333333333,Night of the Creeps (1986),91630
3697,2.868421053,Predator 2 (1990),100403
3698,3.1875,"Running Man, The (1987)",93894
3699,3.454545455,Starman (1984),88172
3700,3.666666667,"Brother from Another Planet, The (1984)",87004
3701,3.3125,Alien Nation (1988),94631
3702,3.828571429,Mad Max (1979),79501
3703,3.793103448,"Road Warrior, The (Mad Max 2) (1981)",82694
3704,3.315789474,Mad Max Beyond Thunderdome (1985),89530
3705,2.722222222,Bird on a Wire (1990),99141
3706,3.642857143,Angel Heart (1987),92563
3707,3.05,9 1/2 Weeks (Nine 1/2 Weeks) (1986),91635
3708,3.166666667,Firestarter (1984),87262
3709,2.666666667,Sleepwalkers (1992),105428
3710,3,Action Jackson (1988),94612
3712,3.416666667,Soapdish (1991),102951
3713,3.75,"Long Walk Home, The (1990)",100046
3714,3,Clara's Heart (1988),94882
3715,3,Burglar (1987),92710
3716,3.5,Fatal Beauty (1987),93011
3717,2.776785714,Gone in 60 Seconds (2000),187078
3718,3,American Pimp (1999),179074
3719,2,Love's Labour's Lost (2000),182295
3720,3.5,Sunshine (1999),145503
3721,1.75,Trixie (2000),162711
3723,3.9,Hamlet (1990),99726
3724,4.115384615,Coming Home (1978),77362
3725,3.125,American Pop (1981),82009
3726,2.5,Assault on Precinct 13 (1976),74156
3727,3.5,Near Dark (1987),93605
3728,3.571428571,One False Move (1992),102592
3729,4.333333333,Shaft (1971),67741
3730,4.304347826,"Conversation, The (1974)",71360
3731,4,Cutter's Way (1981),82220
3732,3.333333333,"Fury, The (1978)",77588
3733,3.714285714,"Paper Chase, The (1973)",70509
3734,3.625,Prince of the City (1981),82945
3735,4.037037037,Serpico (1973),70666
3736,3.642857143,"Ace in the Hole (Big Carnival, The) (1951)",43338
3737,5,Lonely Are the Brave (1962),56195
3738,3.6,"Sugarland Express, The (1974)",72226
3739,4.666666667,Trouble in Paradise (1932),23622
3740,3.159090909,Big Trouble in Little China (1986),90728
3741,3.884615385,Badlands (1973),69762
3742,3.78125,Battleship Potemkin (1925),15648
3743,3.5,Boys and Girls (2000),204175
3744,2.692307692,Shaft (2000),162650
3745,3.304347826,Titan A.E. (2000),120913
3746,5,Butterfly (La lengua de las mariposas) (1999),188030
3747,3.285714286,Jesus' Son (1999),186253
3751,3.429292929,Chicken Run (2000),120630
3752,2.76744186,"Me, Myself & Irene (2000)",183505
3753,3.292307692,"Patriot, The (2000)",187393
3754,2.166666667,"Adventures of Rocky and Bullwinkle, The (2000)",131704
3755,2.952830189,"Perfect Storm, The (2000)",177971
3757,5,Asylum (1972),68230
3758,3.5,Communion (1989),97100
3759,3.5,Fun and Fancy Free (1947),39404
3760,3.5,"Kentucky Fried Movie, The (1977)",76257
3761,3.5,"Blood In, Blood Out (1993)",106469
3763,3.428571429,F/X (1986),89118
3764,2.1,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),101846
3765,2,"Hot Spot, The (1990)",99797
3766,3.333333333,Missing in Action (1984),87727
3768,3,Braddock: Missing in Action III (1988),94792
3769,3.2,Thunderbolt and Lightfoot (1974),72288
3770,3.333333333,Dreamscape (1984),87175
3771,3.25,The Golden Voyage of Sinbad (1973),71569
3773,2.5,House Party (1990),99800
3774,2.25,House Party 2 (1991),102065
3775,3,Make Mine Music (1946),38718
3777,2.25,Nekromantik (1987),93608
3780,2,Rocketship X-M (1950),42897
3783,3.928571429,Croupier (1998),159382
3784,3,"Kid, The (2000)",219854
3785,2.581081081,Scary Movie (2000),175142
3786,3.2,But I'm a Cheerleader (1999),179116
3787,3.75,Shower (Xizao) (1999),215369
3788,3.733333333,Blow-Up (Blowup) (1966),60176
3789,4.4,"Pawnbroker, The (1964)",59575
3790,4,Groove (2000),212974
3791,3.541666667,Footloose (1984),87277
3792,4.333333333,Duel in the Sun (1946),38499
